"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie","Safety","Punkty_spalanie_miasto","Punkty_spalanie_trasa","Punkty_spalanie_srednie","moc_masa","Punkty_moc_masa","Punkty_moment_obrotowy","Punkty_dynamika","Punkty_naped_terenowy","Punkty_nadwozie_terenowe","Punkty_przeswit","Punkty_wlasciwosci_terenowe","Punkty_bezpieczenstwo_wyposazenie","rozmiar","Punkty_rozmiar","Punkty_bezpieczenstwo","Punkty_rozmiar_silnika","Punkty_naped_sportowy","Punkty_cylindry","Punkty_nadwozie_sportowe","Punkty_sportowy_charakter","Punkty_cena","Punkty_rozmiar_miasto","Punkty_miasto","Punkty_rozmiar_trasa","Punkty_paliwo_trasa","Punkty_pojemnosc_baku","Punkty_trasa","Punkty_siedzenia","Punkty_rodzinny","Punkty_uniwersalny"
"Jaguar",69900,"https://www.ccarprice.com/products/Jaguar_I-Pace_HSE_2022.jpg","I-Pace HSE 2022","Electric","Electric","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",394,NA,512,61.3,184.3,74.6,117.7,NA,NA,NA,"Automatic","all",5,4,4784,"Electric",0,0,"SUV",7.5,10,10,10,0.0823578595317726,1.4,2,2,7,8,0,5.6,9.4,842800.214,3.9,6.7,0,8,0,4,3,10,6.1,8.4,0,2,0,4.1,2.9,4.5,7.4
"Jaguar",65000,"https://www.ccarprice.com/products/Jaguar_FType_P300_Convertible_2022.jpg","F-Type P300 Convertible 2022","2.0-liter Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",296,2,295,51.5,176,74.2,103.2,3.9,NA,44,"Automatic","rear",2,2,3395,"Petrol",23,30,"Convertible",6.2,6.6,4.9,5.8,0.0871870397643593,1.5,1.1,1.5,10,1,2.4,5,8.3,672548.8,3.1,5.5,1.3,10,0,10,5.4,10,6.9,7,2,10,0.6,5.9,0.7,2.5,6.6
"Jaguar",105900,"https://www.ccarprice.com/products/Jaguar_F-Type_R_Convertible_2022.jpg","F-Type R Convertible 2022","5.0-liter Supercharged V8 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",575,5,516,51.5,176,74.2,103.2,3.9,NA,49,"Automatic","all",2,2,3945,"Petrol",16,24,"Convertible",6.6,7.6,5.9,6.8,0.14575411913815,2.4,2,2.6,7,1,2.4,3.9,8.9,672548.8,3.1,5.9,4.7,8,0,10,5.9,9.9,6.9,7.4,2,10,0.7,6.4,0.7,2.5,7
"Jaguar",79900,"https://www.ccarprice.com/products/Jaguar_F-Type_R_Coupe_2022.jpg","F-Type R Coupe 2022","5.0-liter Supercharged V8 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",575,5,516,51.6,176,74.2,103.2,3.9,NA,49,"Automatic","all",2,2,3843,"Petrol",16,24,"Coupe",6.9,7.6,5.9,6.8,0.149622690606297,2.5,2,2.6,7,2,2.4,4.3,8.9,673854.72,3.1,5.9,4.7,8,0,10,5.9,9.9,6.9,7.4,1,10,0.7,5.9,0.7,2.5,6.9
"Jaguar",79900,"https://www.ccarprice.com/products/Jaguar_F-Type_P380_Coupe_2022.jpg","F-Type P380 Coupe 2022","3.0L Supercharged V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","Yes","","Yes","","","","","",380,3,339,51.6,176,74.2,103.2,4.1,NA,49,"Automatic","all",2,2,3640,"Petrol",18,26,"Coupe",6.9,7.3,5.6,6.4,0.104395604395604,1.7,1.3,1.8,7,2,2.6,4.3,9.4,673854.72,3.1,6.1,2.4,8,0,10,5.1,9.9,6.9,7.3,1,10,0.7,5.8,0.7,2.5,6.8
"Jaguar",62600,"https://www.ccarprice.com/products/Jaguar_F-Type_P300_Coupe_2022.jpg","F-Type P300 Coupe 2022","2.0-liter Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","Yes","","Yes","","","","","",296,2,295,51.6,176,74.2,103.2,3.9,NA,44,"Automatic","rear",2,2,3351,"Petrol",23,30,"Coupe",6.9,6.6,4.9,5.8,0.0883318412414205,1.5,1.1,1.5,10,2,2.4,5.4,9.4,673854.72,3.1,6.1,1.3,10,0,10,5.4,10,6.9,7,1,10,0.6,5.5,0.7,2.5,6.5
"Jaguar",59600,"https://www.ccarprice.com/products/Jaguar_F-Pace_P340_S_2022.jpg","F-Pace P340 S 2022","3.0L Turbo Inline-6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",335,3,354,65.5,186.3,81.5,113.1,8.4,6,NA,"Automatic","all",5,4,4305,"Petrol",20,27,"SUV",7.5,7,5.4,6.2,0.0778164924506388,1.3,1.4,1.6,7,8,5.2,7.6,9.4,994515.975,4.6,7.1,2.4,8,2.3,4,4.1,10,5.4,6.4,1,10,0,5.5,2.9,5,7.3
"Jaguar",49990,"https://www.ccarprice.com/products/Jaguar_E-Pace_P300_Sport_2022.jpg","E-Pace P300 Sport 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",296,2,295,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,4135,"Petrol",21,27,"SUV",7.5,6.9,5.4,6.2,0.071584038694075,1.2,1.1,1.3,7,8,0,5.6,9.4,838709.19,3.9,6.7,1.3,8,0.8,4,3.5,10,6.1,6.7,0,10,0.6,5.4,2.9,4.5,7.1
"Jaguar",45990,"https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2022.jpg","E-Pace P250 SE 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,3925,"Petrol",21,28,"SUV",7.5,6.9,5.3,6.1,0.0626751592356688,1,1,1.2,7,8,0,5.6,9.4,838709.19,3.9,6.7,1.3,8,0.8,4,3.4,10,6.1,6.7,0,10,0.6,5.4,2.9,4.5,7.1
"Jaguar",54000,"https://www.ccarprice.com/products/Jaguar_F-Pace_P250_S_2022.jpg","F-Pace P250 S 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",246,2,269,65.5,186.9,81.5,113.2,8.4,4,57,"Automatic","all",5,4,4015,"Petrol",22,27,"SUV",7.5,6.7,5.4,6.1,0.0612702366127024,1,1,1.2,7,8,5.2,7.6,8.3,997718.925,4.6,6.4,1.3,8,0.8,4,3.4,10,5.4,6.3,1,10,0.8,5.8,2.9,5,7.4
"Jaguar",50900,"https://www.ccarprice.com/products/Jaguar_F-Pace_P250_2022_3.jpg","F-Pace P250 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",246,2,269,65.5,186.9,81.5,113.2,8.4,4,57,"Automatic","all",5,4,4015,"Petrol",22,27,"SUV",7.5,6.7,5.4,6.1,0.0612702366127024,1,1,1.2,7,8,5.2,7.6,8.3,997718.925,4.6,6.4,1.3,8,0.8,4,3.4,10,5.4,6.3,1,10,0.8,5.8,2.9,5,7.4
"Jaguar",49990,"https://www.ccarprice.com/products/Jaguar_F-Pace_P250_2021.jpg","F-Pace P250 2021","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",246,2,269,65,186.3,76.2,113.1,8.4,4,57,"Automatic","all",5,4,3870,"Petrol",NA,NA,"SUV",7.5,0,0,0,0.0635658914728682,1.1,1,1.2,7,8,5.2,7.6,8.3,922743.9,4.3,6.3,1.3,8,0.8,4,3.4,10,5.7,3,0,10,0.8,3.6,2.9,4.7,4.9
"Jaguar",86600,"https://www.ccarprice.com/products/Jaguar_F-Pace_SVR_AWD_2022.jpg","F-Pace SVR 2022","5.0L Supercharged V8 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",550,5,516,65,186.3,76.2,113.1,8.4,8,57,"Automatic","all",5,4,4535,"Petrol",NA,NA,"SUV",7.2,0,0,0,0.121278941565601,2,2,2.4,7,8,5.2,7.6,8.3,922743.9,4.3,6.3,4.7,8,3.8,4,5.2,9.9,5.7,3,0,10,0.8,3.6,2.9,4.7,4.9
"Jaguar",86600,"https://www.ccarprice.com/products/Jaguar_F-Pace_SVR_2022.jpg","F-Pace SVR 2022","5.0L Supercharged V8 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","Yes","","Yes","Yes","","","","",550,5,516,65,186.3,76.2,113.1,8.4,8,57,"Automatic","all",5,4,4535,"Petrol",NA,NA,"SUV",7.2,0,0,0,0.121278941565601,2,2,2.4,7,8,5.2,7.6,8.3,922743.9,4.3,6.3,4.7,8,3.8,4,5.2,9.9,5.7,3,0,10,0.8,3.6,2.9,4.7,4.9
"Jaguar",45300,"https://www.ccarprice.com/products/Jaguar_XF_P250_S_2022_1.jpg","XF P250 S 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","Yes","","","","",246,2,269,57.4,195,78,116.5,5.3,4,52,"Automatic","rear",5,4,3655,"Petrol",25,33,"Sedan",8.1,6.3,4.4,5.3,0.0673050615595075,1.1,1,1.2,10,3,3.3,6.1,9.4,873054,4,6.7,1.3,10,0.8,6,4.4,10,6,6.4,0,10,0.7,5.1,2.9,4.6,7
"Jaguar",40990,"https://www.ccarprice.com/products/Jaguar_E-Pace_P250_2022.jpg","E-Pace P250 2022","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,3925,"Petrol",20,26,"SUV",8.1,7,5.6,6.3,0.0626751592356688,1,1,1.2,7,8,0,5.6,9.4,838709.19,3.9,6.7,1.3,8,0.8,4,3.4,10,6.1,6.8,0,10,0.6,5.4,2.9,4.5,7.3
"Jaguar",49990,"https://www.ccarprice.com/products/Jaguar_E-Pace_P300_Sport_2021.jpg","E-Pace P300 Sport 2021","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","Yes","","","","",296,2,295,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,4135,"Petrol",21,27,"SUV",7.8,6.9,5.4,6.2,0.071584038694075,1.2,1.1,1.3,7,8,0,5.6,8.9,838709.19,3.9,6.4,1.3,8,0.8,4,3.5,10,6.1,6.7,0,10,0.6,5.4,2.9,4.5,7.1
"Jaguar",46090,"https://www.ccarprice.com/products/Jaguar_E-Pace_P250_SE_2021.jpg","E-Pace P250 SE 2021","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,3925,"Petrol",21,28,"SUV",7.5,6.9,5.3,6.1,0.0626751592356688,1,1,1.2,7,8,0,5.6,9.4,838709.19,3.9,6.7,1.3,8,0.8,4,3.4,10,6.1,6.7,0,10,0.6,5.4,2.9,4.5,7.1
"Jaguar",40990,"https://www.ccarprice.com/products/Jaguar-E-Pace-P250-2021.jpg","E-Pace P250 2021","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",246,2,269,64.9,173,74.7,105.6,NA,4,47,"Automatic","all",5,4,3925,"Petrol",21,28,"SUV",7.5,6.9,5.3,6.1,0.0626751592356688,1,1,1.2,7,8,0,5.6,9.4,838709.19,3.9,6.7,1.3,8,0.8,4,3.4,10,6.1,6.7,0,10,0.6,5.4,2.9,4.5,7.1
"Jaguar",84600,"https://www.ccarprice.com/products/Jaguar-F-Pace-SVR-2021.jpg","F-Pace SVR 2021","5.0L Supercharged V8 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",550,5,516,65,186.3,76.2,113.1,8.4,8,57,"Automatic","all",5,4,4535,"Petrol",NA,NA,"SUV",7.5,0,0,0,0.121278941565601,2,2,2.4,7,8,5.2,7.6,8.3,922743.9,4.3,6.3,4.7,8,3.8,4,5.2,9.9,5.7,3,0,10,0.8,3.6,2.9,4.7,4.9
"Jaguar",43990,"https://www.ccarprice.com/products/Jaguar_XF_P250_S_2021.jpg","XF P250 S 2021","2.0L Turbo Inline-4 Gas","Premium","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","Yes","","","","",247,2,269,57.4,195,78,116.5,5.3,4,52,"Automatic","rear",5,4,3655,"Petrol",25,33,"Sedan",8.1,6.3,4.4,5.3,0.067578659370725,1.1,1,1.2,10,3,3.3,6.1,9.4,873054,4,6.7,1.3,10,0.8,6,4.4,10,6,6.4,0,10,0.7,5.1,2.9,4.6,7
"Jaguar",75400,"https://www.ccarprice.com/products/Jaguar_F-Type_Convertible_2021.jpg","F-Type Convertible 2021","2.0-liter Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","","",296,2,295,51.5,176,74.2,103.2,4,NA,44,"Automatic","rear",2,2,3395,"Petrol",23,30,"Convertible",6.6,6.6,4.9,5.8,0.0871870397643593,1.5,1.1,1.5,10,1,2.5,5.1,8.9,672548.8,3.1,5.9,1.3,10,0,10,5.4,10,6.9,7,2,10,0.6,5.9,0.7,2.5,6.6
"Jaguar",125930,"https://www.ccarprice.com/products/Jaguar-F-Type-2.0-I-Coupe-2020.jpg","F-Type 2.0 I Coupe","P300 Petrol Engine","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","8-inch Touch-screen for audio, telephone, climate control, navigation, personalization & valet","","","Bluetooth® wireless technology with Touch-screen controls","Yes","Yes","6 way adjustable, Memory function with 3 settings for driver seat","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","No","","Yes","","Yes","","with LED Signature","No","","",NA,NA,NA,52,179,82,105,100,4,63,"Automatic","rear",2,2,3509,"Petrol",NA,15,"Coupe",5.6,0,7.5,3.8,0,0,0,0,10,2,10,8.2,8.3,763256,3.5,5.8,0,10,0.8,10,4.9,9.9,6.5,3.3,1,10,0.8,6.5,0.7,2.8,5.5
"Jaguar",105900,"https://www.ccarprice.com/products/Jaguar_F-Type_R_Convertible_2021.jpg","F-Type R Convertible 2021","5.0-liter Supercharged V8 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",575,5,516,51.6,176,74.2,103.2,3.9,4,49,"Automatic","rear",2,2,3887,"Petrol",16,24,"Convertible",6.9,7.6,5.9,6.8,0.14792899408284,2.5,2,2.6,10,1,2.4,5,8.9,673854.72,3.1,5.9,4.7,10,0.8,10,6.6,9.9,6.9,7.4,1,10,0.7,5.9,0.7,2.5,6.9
"Jaguar",103200,"https://www.ccarprice.com/products/Jaguar-F-Type-R-2021.jpg","F-Type R 2021","5.0-liter Supercharged V8 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",575,5,516,51.6,176,74.2,103.2,3.9,NA,49,"Automatic","rear",2,2,3843,"Petrol",16,24,"Coupe",6.9,7.6,5.9,6.8,0.149622690606297,2.5,2,2.6,10,2,2.4,5.4,8.9,673854.72,3.1,5.9,4.7,10,0,10,6.3,9.9,6.9,7.4,1,10,0.7,5.9,0.7,2.5,6.9
"Jaguar",84900,"https://www.ccarprice.com/products/Jaguar_F-Type_R-Dynamic_Convertible_2021.jpg","F-Type R-Dynamic Convertible 2021","3.0-liter Supercharged V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",380,3,339,51.5,176,74.2,103.2,4.1,NA,49,"Automatic","rear",2,2,3684,"Petrol",18,26,"Convertible",7.2,7.3,5.6,6.4,0.10314875135722,1.7,1.3,1.8,10,1,2.6,5.1,8.9,672548.8,3.1,5.9,2.4,10,0,10,5.6,9.9,6.9,7.3,2,10,0.7,6.2,0.7,2.5,6.9
"Jaguar",75400,"https://www.ccarprice.com/products/Jaguar-F-Type-First-Edition-2021_1.jpg","F-Type First Edition Convertible 2021","2.0-liter Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",296,2,295,51.5,176,74.2,103.2,4,NA,44,"Automatic","rear",2,2,3395,"Petrol",23,30,"Convertible",7.2,6.6,4.9,5.8,0.0871870397643593,1.5,1.1,1.5,10,1,2.5,5.1,8.9,672548.8,3.1,5.9,1.3,10,0,10,5.4,10,6.9,7,2,10,0.6,5.9,0.7,2.5,6.6
"Jaguar",64700,"https://www.ccarprice.com/products/F-Type-P300-Convertible-2021.jpg","F-Type P300 Convertible 2021","2.0-liter Turbo Inline-4 Gas","Gas","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",296,2,295,51.5,176,74.2,103.2,3.9,NA,44,"Automatic","all",2,2,3395,"Petrol",23,30,"Convertible",7.2,6.6,4.9,5.8,0.0871870397643593,1.5,1.1,1.5,7,1,2.4,3.9,8.9,672548.8,3.1,5.9,1.3,8,0,10,4.9,10,6.9,7,2,10,0.6,5.9,0.7,2.5,6.6
"Jaguar",81800,"https://www.ccarprice.com/products/Jaguar_F-Type_R-Dynamic_2021.jpg","F-Type R-Dynamic 2021","3.0-liter Supercharged V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",380,3,339,51.6,176,74.2,103.2,4.1,NA,49,"Automatic","rear",2,2,3640,"Petrol",18,26,"Coupe",7.5,7.3,5.6,6.4,0.104395604395604,1.7,1.3,1.8,10,2,2.6,5.5,8.9,673854.72,3.1,5.9,2.4,10,0,10,5.6,9.9,6.9,7.3,1,10,0.7,5.8,0.7,2.5,6.8
"Jaguar",73100,"https://www.ccarprice.com/products/Jaguar-F-Type-First-Edition-2021.jpg","F-Type First Edition 2021","2.0-liter Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","","",296,2,295,51.6,176,74.2,103.2,4,NA,44,"Automatic","rear",2,2,3351,"Petrol",23,30,"Coupe",7.2,6.6,4.9,5.8,0.0883318412414205,1.5,1.1,1.5,10,2,2.5,5.4,8.9,673854.72,3.1,5.9,1.3,10,0,10,5.4,10,6.9,7,1,10,0.6,5.5,0.7,2.5,6.5
