"Brand","Price","Photo","Model.Number","Engine.Type","Fuel.Type","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player","power_hp","pojemnosc_L","moment_obrotowy_lb_ft","wysokosc_in","dlugosc_in","szerokosc_in","rozstaw_osi_in","przeswit_in","cylindry","bak","skrzynia_biegow","naped","siedzenia","drzwi","waga_lbs","paliwo","city_mpg","highway_mpg","nadwozie","Safety","Punkty_spalanie_miasto","Punkty_spalanie_trasa","Punkty_spalanie_srednie","moc_masa","Punkty_moc_masa","Punkty_moment_obrotowy","Punkty_dynamika","Punkty_naped_terenowy","Punkty_nadwozie_terenowe","Punkty_przeswit","Punkty_wlasciwosci_terenowe","Punkty_bezpieczenstwo_wyposazenie","rozmiar","Punkty_rozmiar","Punkty_bezpieczenstwo","Punkty_rozmiar_silnika","Punkty_naped_sportowy","Punkty_cylindry","Punkty_nadwozie_sportowe","Punkty_sportowy_charakter","Punkty_cena","Punkty_rozmiar_miasto","Punkty_miasto","Punkty_rozmiar_trasa","Punkty_paliwo_trasa","Punkty_pojemnosc_baku","Punkty_trasa","Punkty_siedzenia","Punkty_rodzinny","Punkty_uniwersalny"
"Honda",31670,"https://www.ccarprice.com/products/Honda_Accord_Hybrid_Sport-L_2023.jpg","Accord Hybrid Sport-L 2023","2.0L Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",204,2,247,57.1,196.1,73.3,111.4,5.8,4,34,"CVT","front",5,4,3375,"Hybrid",44,41,"Sedan",5.9,3.4,3.1,3.2,0.0604444444444444,1,1,1.2,3,3,3.6,3.6,6.7,820762.823,3.8,4.9,1.3,2,0.8,6,2.4,10,6.2,4.9,0,7,0.5,3.5,2.9,4.3,5.5
"Honda",28000,"https://www.ccarprice.com/products/Honda_Accord_Sedan_2023.jpg","Accord Sedan 2023","1.5L Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",192,1.5,260,57.1,196.1,73.3,111.4,NA,4,39,"CVT","front",5,4,3150,"Petrol",30,38,"Sedan",5.9,5.5,3.6,4.6,0.060952380952381,1,1,1.2,3,3,0,2.2,6.7,820762.823,3.8,4.9,0.8,2,0.8,6,2.3,10,6.2,6,0,10,0.5,4.7,2.9,4.3,6.5
"Honda",25000,"https://www.ccarprice.com/products/Honda_ZRV_2023.jpg","ZR-V 2023","2.0L Inline-4","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","Yes","","","","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,NA,"CVT","front",5,4,NA,"Petrol",26,32,"SUV",5.9,6.1,4.6,5.3,0,0,0.5,0.2,3,8,0,4.1,5.6,825310.768,3.8,4.3,1.3,2,0.8,4,1.7,10,6.2,6.4,0,10,0,4.9,2.9,4.3,6.8
"Honda",27800,"https://www.ccarprice.com/products/Honda_HR-V_VTi-S_2022.jpg","HR-V VTi-S 2022","2.0L Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","Yes","Yes","","","","","","",119,2,107,64,174,72,104,8,4,40,"CVT","front",5,4,2787,"Petrol",13,15,"SUV",6.6,8.1,7.5,7.8,0.0426982418371008,0.7,0.4,0.7,3,8,5,6,6.1,801792,3.7,4.6,1.3,2,0.8,4,2,10,6.3,7.4,0,10,0.5,6.1,2.9,4.3,7.7
"Honda",26900,"https://www.ccarprice.com/products/Honda_HR-V_VTi_2022.jpg","HR-V VTi 2022","2.0L Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",119,2,107,64,174,72,104,8,4,40,"CVT","front",5,4,2787,"Petrol",13,15,"SUV",6.2,8.1,7.5,7.8,0.0426982418371008,0.7,0.4,0.7,3,8,5,6,6.1,801792,3.7,4.6,1.3,2,0.8,4,2,10,6.3,7.4,0,10,0.5,6.1,2.9,4.3,7.7
"Honda",25440,"https://www.ccarprice.com/products/Honda_Civic_Sport_2023.jpg","Civic Sport 2023","2.0L Inline-4 Gas","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","","","","","","","","","","",158,2,138,55.7,179,70.9,107.7,5.2,NA,33,"CVT","front",5,4,2984,"Petrol",29,37,"Hatchback",6.9,5.7,3.7,4.7,0.0529490616621984,0.9,0.5,0.8,3,6.5,3.2,4.8,8.3,706894.27,3.3,5.7,1.3,2,0,8,2.7,10,6.7,6.4,1,10,0.4,5.1,2.9,4.1,6.8
"Honda",29990,"https://www.ccarprice.com/products/Honda_CR_V_LX_2023.jpg","CR-V LX 2023","1.5L Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","",190,1.5,179,66.1,182.1,73,104.8,6.2,4,4,"CVT","front",5,4,3337,"Petrol",28,34,"SUV",6.2,5.8,4.2,5,0.0569373688942164,0.9,0.7,0.9,3,8,3.9,5.6,7.8,878687.13,4,5.8,0.8,2,0.8,4,1.8,10,6,6.1,0,10,0.1,4.9,2.9,4.6,6.8
"Honda",65000,"https://www.ccarprice.com/products/Honda_Clarity_Fuel_Cell_2023.jpg","Clarity Fuel Cell 2023","Electric","Electric","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","Yes","Yes","","","","","","",174,NA,221,58.2,192.7,73.9,108.3,NA,NA,23,"Automatic","front",5,4,4134,"Electric",0,0,"Sedan",6.2,10,10,10,0.0420899854862119,0.7,0.9,0.9,3,3,0,2.2,7.2,828798.846,3.8,5.3,0,2,0,6,1.8,10,6.2,8.4,0,2,0.3,4.2,2.9,4.3,7.3
"Honda",46230,"https://www.ccarprice.com/products/Honda_Ridgeline_Black_Edition_2023.jpg","Ridgeline Black Edition 2023","3.5L V6 Gas","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",280,3.5,262,70.8,210.2,78.6,125.2,NA,6,52,"Automatic","all",5,4,4510,"Petrol",18,24,"SUV",6.6,7.3,5.9,6.6,0.0620842572062084,1,1,1.2,7,8,0,5.6,7.8,1169737.776,5.4,6.6,3,8,2.3,4,4.3,10,4.6,6.1,2,10,0.7,6.4,2.9,5.5,7.8
"Honda",33760,"https://www.ccarprice.com/products/Honda_CR-V_EX-L_2023.jpg","CR-V EX-L 2023","1.5-liter Turbo Inline-4 Gas","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","",190,1.5,179,66.2,184.8,73.5,106.3,NA,4,4,"CVT","front",5,4,3525,"Petrol",28,34,"SUV",6.6,5.8,4.2,5,0.0539007092198582,0.9,0.7,0.9,3,8,0,4.1,7.8,899181.36,4.1,5.8,0.8,2,0.8,4,1.8,10,5.9,6,0,10,0.1,4.9,2.9,4.6,6.8
"Honda",31070,"https://www.ccarprice.com/products/Honda_Accord_Sport_SE_1_5T_2023.jpg","Accord Sport SE 1.5T 2023","1.5L Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",192,1.5,192,57.1,196.1,73.3,111.4,5.8,4,39,"CVT","front",5,4,3230,"Petrol",29,35,"Sedan",5.9,5.7,4.1,4.9,0.0594427244582043,1,0.7,0.9,3,3,3.6,3.6,6.7,820762.823,3.8,4.9,0.8,2,0.8,6,2.3,10,6.2,6.2,0,10,0.5,4.9,2.9,4.3,6.6
"Honda",33950,"https://www.ccarprice.com/products/Honda_CR_V_Hybrid_Sport_Touring_2023_1.jpg","CR-V Hybrid Sport Touring 2023","2.0L Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","",204,2,247,NA,NA,NA,NA,NA,4,NA,"CVT","all",5,4,NA,"Hybrid",35,40,"SUV",8.1,4.8,3.2,4,0,0,1,0.6,7,8,0,5.6,8.3,NA,0,3.7,1.3,8,0.8,4,3.2,10,0,2.5,0,7,0,3.4,2.9,1.8,3.4
"Honda",32450,"https://www.ccarprice.com/products/Honda_CR-V_Hybrid_Sport_2023.jpg","CR-V Hybrid Sport 2023","2.0L Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","",204,2,247,NA,NA,NA,NA,NA,4,NA,"CVT","all",5,4,NA,"Hybrid",35,40,"SUV",8.1,4.8,3.2,4,0,0,1,0.6,7,8,0,5.6,8.3,NA,0,3.7,1.3,8,0.8,4,3.2,10,0,2.5,0,7,0,3.4,2.9,1.8,3.4
"Honda",40000,"https://www.ccarprice.com/products/Honda_Pilot_2023_Specs.jpg","Pilot 2023","3.5L V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","Yes","","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","Yes","","","","","","","",280,3.5,262,70.6,196.5,78.6,111,NA,6,52,"Automatic","all",8,5,4321,"Petrol",19,26,"SUV",6.6,7.2,5.6,6.4,0.0647998148576718,1.1,1,1.2,7,8,0,5.6,7.8,1090409.94,5,6.4,3,8,2.3,4,4.3,10,5,6.3,2,10,0.7,6.2,5,6.6,8.3
"Honda",36830,"https://www.ccarprice.com/products/Honda_Pilot_2022.jpg","Pilot Sport 2022","3.5L V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","Yes","Yes","","","","","",280,3.5,262,70.6,196.5,78.6,111,NA,6,52,"Automatic","front",8,5,4030,"Petrol",20,27,"SUV",7.8,7,5.4,6.2,0.0694789081885856,1.2,1,1.3,3,8,0,4.1,8.9,1090409.94,5,7.1,3,2,2.3,4,2.8,10,5,6.2,2,10,0.7,6.1,5,6.6,8.2
"Honda",37870,"https://www.ccarprice.com/products/Honda_Passport_2023.jpg","Passport 2023","3.5-liter V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","Yes","","","","","","",280,3.5,262,72.2,189.1,78.6,111,NA,6,52,"Automatic","all",5,4,4262,"Petrol",19,24,"SUV",5.6,7.2,5.9,6.6,0.0656968559361802,1.1,1,1.2,7,8,0,5.6,6.1,1073127.372,4.9,5.3,3,8,2.3,4,4.3,10,5.1,6.4,2,10,0.7,6.4,2.9,5.1,7.8
"Honda",32790,"https://www.ccarprice.com/products/Honda_Passport_2022.jpg","Passport Sport 2022","3.5-liter V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","Yes","","","","","","",280,3.5,262,71.6,190.5,78.6,111,NA,NA,52,"Automatic","front",5,4,3955,"Petrol",20,25,"SUV",5.3,7,5.8,6.4,0.0707964601769911,1.2,1,1.3,3,8,0,4.1,5.6,1072088.28,4.9,4.9,3,2,0,4,2.2,10,5.1,6.2,2,10,0.7,6.2,2.9,5.1,7.5
"Honda",31610,"https://www.ccarprice.com/products/Honda_CR-V_Hybrid_2022.jpg","CR-V Hybrid 2022","2.0L Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","",212,2,129,66.5,182.1,73,104.7,NA,4,4,"CVT","all",5,4,3708,"Hybrid",40,35,"SUV",6.6,4,4.1,4,0.0571736785329018,1,0.5,0.9,7,8,0,5.6,7.8,884004.45,4.1,5.8,1.3,8,0.8,4,3.4,10,5.9,5.2,0,7,0.1,3.8,2.9,4.6,5.8
"Honda",41210,"https://www.ccarprice.com/products/Honda_Odyssey_Sport_2023.jpg","Odyssey Sport 2023","3.5-liter V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","","","","","","","","","","","",280,3.5,262,69.6,205.2,78.5,118.1,4.5,NA,52,"Automatic","front",8,5,4535,"Petrol",19,28,"Van",5.3,7.2,5.3,6.2,0.061742006615215,1,1,1.2,3,5,2.8,4,6.7,1121130.72,5.2,5.9,3,2,0,2,1.7,10,4.8,6.2,2,10,0.7,6.1,5,6.7,8.2
"Honda",37340,"https://www.ccarprice.com/products/Honda_Odyssey_2023.jpg","Odyssey 2023","3.5-liter V6 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","","","","","","","","","","","",280,3.5,262,69.6,205.2,78.5,118.1,4.5,NA,52,"Automatic","front",8,5,4482,"Petrol",19,28,"Van",5.3,7.2,5.3,6.2,0.0624721106648818,1,1,1.2,3,5,2.8,4,6.7,1121130.72,5.2,5.9,3,2,0,2,1.7,10,4.8,6.2,2,10,0.7,6.1,5,6.7,8.2
"Honda",28900,"https://www.ccarprice.com/products/Honda_Insight_2023_1.jpg","Insight 2023","1.5-liter Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","","","","","","","",151,1.5,99,55.6,183.6,71.6,106.3,NA,4,28,"CVT","front",5,4,3078,"Hybrid",51,45,"Sedan",5.9,2.4,2.4,2.4,0.0490578297595841,0.8,0.4,0.7,3,3,0,2.2,6.7,730904.256,3.4,4.7,0.8,2,0.8,6,2.3,10,6.6,4.6,1,7,0.4,3.6,2.9,4.1,5.3
"Honda",25760,"https://www.ccarprice.com/products/Honda_Insight_2022.jpg","Insight EX 2022","1.5-liter Inline-4 Hybrid","Hybrid","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","Yes","","Yes","","","","","","",151,1.5,99,55.6,183.6,71.6,106.3,NA,4,28,"CVT","front",5,4,3000,"Hybrid",55,49,"Sedan",5.9,1.8,1.7,1.8,0.0503333333333333,0.8,0.4,0.7,3,3,0,2.2,6.7,730904.256,3.4,4.7,0.8,2,0.8,6,2.3,10,6.6,4.3,1,7,0.4,3.4,2.9,4.1,5.1
"Honda",33250,"https://www.ccarprice.com/products/Honda_Clarity_2023.jpg","Clarity 2023","Hydrogen Fuel Cell","Electric","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","Yes","Yes","","","","","","",174,NA,221,58.2,192.7,73.9,108.3,NA,NA,23,"Automatic","front",5,4,4134,"Electric",0,0,"Sedan",6.2,10,10,10,0.0420899854862119,0.7,0.9,0.9,3,3,0,2.2,7.2,828798.846,3.8,5.3,0,2,0,6,1.8,10,6.2,8.4,0,2,0.3,4.2,2.9,4.3,7.3
"Honda",28000,"https://www.ccarprice.com/products/Honda_Accord_2023_3.jpg","Accord 2023","1.5L Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",192,1.5,260,57.1,196.1,73.3,111.4,NA,4,39,"CVT","front",5,4,3150,"Petrol",30,38,"Sedan",5.9,5.5,3.6,4.6,0.060952380952381,1,1,1.2,3,3,0,2.2,6.7,820762.823,3.8,4.9,0.8,2,0.8,6,2.3,10,6.2,6,0,10,0.5,4.7,2.9,4.3,6.5
"Honda",18030,"https://www.ccarprice.com/products/Honda_City_VX_MT_Diesel_2022.jpg","City VX MT Diesel 2022","Water Cooled Inline i-VTEC DOHC with VTC","Diesel","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Manual","front",5,4,2620,"Diesel",15,21,"Sedan",5.9,7.8,6.4,7.1,0,0,0,0,3,3,4.4,3.9,7.2,764400,3.5,5.1,0,2,0.8,6,2,10,6.5,7.4,1,10,1.4,6.4,2.9,4.2,7.8
"Honda",16150,"https://www.ccarprice.com/products/Honda_City_VX_MT_2022.jpg","City VX MT 2022","Water Cooled Inline i-VTEC DOHC with VTC","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Manual","front",5,4,2620,"Petrol",16,21,"Sedan",5.9,7.6,6.4,7,0,0,0,0,3,3,4.4,3.9,7.2,764400,3.5,5.1,0,2,0.8,6,2,10,6.5,7.2,1,10,1.4,6.4,2.9,4.2,7.7
"Honda",16330,"https://www.ccarprice.com/products/Honda_City_V_MT_Diesel_2022.jpg","City V MT Diesel 2022","Water Cooled Inline i-DTEC DOHC","Diesel","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Manual","front",5,4,2620,"Diesel",15,21,"Sedan",5.9,7.8,6.4,7.1,0,0,0,0,3,3,4.4,3.9,7.2,764400,3.5,5.1,0,2,0.8,6,2,10,6.5,7.4,1,10,1.4,6.4,2.9,4.2,7.8
"Honda",14340,"https://www.ccarprice.com/products/Honda_City_V_MT_2022.jpg","City V MT 2022","Water Cooled Inline i-VTEC DOHC with VTC","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","","Yes","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Manual","front",5,4,2620,"Petrol",15,21,"Sedan",5.9,7.8,6.4,7.1,0,0,0,0,3,3,4.4,3.9,7.2,764400,3.5,5.1,0,2,0.8,6,2,10,6.5,7.4,1,10,1.4,6.4,2.9,4.2,7.8
"Honda",16080,"https://www.ccarprice.com/products/Honda_City_V_CVT_2022.jpg","City V CVT 2022","Water Cooled Inline i-VTEC DOHC with VTC","Petrol","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Automatic","front",5,4,2620,"Petrol",16,21,"Sedan",7.2,7.6,6.4,7,0,0,0,0,3,3,4.4,3.9,8.3,764400,3.5,5.8,0,2,0.8,6,2,10,6.5,7.2,1,10,1.4,6.4,2.9,4.2,7.7
"Honda",14330,"https://www.ccarprice.com/products/Honda_City_2022_1.jpg","City 2022","Water Cooled Inline i-DTEC DOHC","Diesel","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",NA,NA,NA,60,182,70,104,7,4,106,"Manual","front",5,4,2620,"Diesel",15,21,"SUV",7.2,7.8,6.4,7.1,0,0,0,0,3,8,4.4,5.8,8.3,764400,3.5,5.8,0,2,0.8,4,1.5,10,6.5,7.4,1,10,1.4,6.4,2.9,4.2,7.8
"Honda",31800,"https://www.ccarprice.com/products/Honda_CR-V_2023.jpg","CR-V 2023","1.5L Turbo Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","","","","","","","","",190,1.5,179,66.5,182.1,73,104.7,NA,4,4,"CVT","all",5,4,NA,"Petrol",27,32,"SUV",6.6,6,4.6,5.3,0,0,0.7,0.4,7,8,0,5.6,7.8,884004.45,4.1,5.8,0.8,8,0.8,4,3,10,5.9,6.2,0,10,0.1,5,2.9,4.6,6.9
"Honda",28690,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_2WD_2023.jpg","HR-V EX-L 2WD 2023","2.0L Inline-4 Gas","Gasoline","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","","","Yes","Yes","","","","Yes","","","","","","",158,2,138,63.4,179.8,72.4,104.5,NA,4,39,"CVT","front",5,4,NA,"Petrol",26,32,"SUV",6.2,6.1,4.6,5.3,0,0,0.5,0.2,3,8,0,4.1,6.1,825310.768,3.8,4.6,1.3,2,0.8,4,1.7,10,6.2,6.4,0,10,0.5,5.1,2.9,4.3,6.9
